,Unnamed: 0,reference,translation,similarity,lenght_diff,ref_tox,trn_tox
41,41,it told you this was a waste of my fucking time.,sos told waste time eos,0.904061693747,0.1836734693877551,0.9958771467208862,0.0004791087994817
42,42,it was from the killer.,sos killer eos,0.836845194363,0.25,0.0012052055681124,0.9967736601829528
43,43,"i swear to god, the best thing i ever did in my life was save that little son of a bitch",sos swear god 've life save mutt eos,0.932304607969,0.0224719101123595,0.9990711212158204,0.0008996684337034
44,44,"he's ashamed of you, because your copybook is blotted.",sos ashamed blob life eos,0.637603415584,0.0517241379310344,0.0011724137002602,0.9063225388526917
45,45,you wanna know why? if anything happens that's not about you... ...you are bored witless!,sos 're boring joke eos,0.643650786464,0.2,0.9382609128952026,0.0237193871289491
46,46,"'be quiet, you two,' said granny.",sos 'shut 'said granny eos,0.7461085587430001,0.0294117647058823,0.0011509631294757,0.9992432594299316
47,47,"as long as you work for these goombahs, you're doomed.",sos long work patrons 're screwed eos,0.7709492171469999,0.0,0.0185829401016235,0.998542547225952
48,48,the guy is totally irresponsible.,sos completely irresponsible eos,0.862265607638,0.088235294117647,0.6436801552772522,0.019941184669733
49,49,funny how nazis are always the bad guys.,sos nazis guys eos,0.6874309158580001,0.048780487804878,0.5347158312797546,0.0144411455839872
50,50,you must've been pissed. damn straight.,sos upset eos,0.628042000762,0.35,0.991548717021942,6.523064075736329e-05
51,51,"""do you want to die?"" he said.",sos asked eos,0.845031836981,0.2439024390243902,0.6851560473442078,0.0082755368202924
52,52,i just can't believe how twisted marcie got.,sos n't believe marcie crazy eos,0.616115701986,0.1777777777777777,0.0109569821506738,0.6954097151756287
53,53,"if it were, his new press secretary would not be describing himself as “dopey.”",sos credible press secretary refer dopey eos,0.7221412296340001,0.0875,0.9561066031455994,0.2409675270318985
54,54,"you didn't kill her and chop her up, that's not what we're smelling, right?",sos n't kill n't cut n't feel eos,0.7966690526700001,0.1184210526315789,0.7469965219497681,0.0251500308513641
55,55,you imply she's the devil's handmaiden.,sos devil maid eos,0.809514755163,0.175,0.0754579156637191,0.8942002654075623
56,56,does anal...,sos anal ... eos,0.8997994492910001,0.3846153846153846,0.9929674863815308,0.0657403096556663
57,57,"then i wax chest and back weekly, sack and crack monthly.",sos dabble chest back week month crotch half eos,0.742024764016,0.1212121212121212,0.002451637526974,0.8353973031044006
58,58,"travis, someone's getting high over here-- he's going nuts.",sos travis riding crazy eos,0.723900342365,0.0833333333333333,0.916084051132202,0.011836003512144
59,59,"better to drown than burn, i guess.",sos drown burn eos,0.912605662299,0.1,0.0591959208250045,0.9785568118095398
60,60,your girlfriends are dead.,sos friends dead eos,0.915111434899,0.1481481481481481,0.9931160807609558,0.0124611146748065
61,61,the only crime he committed was standing up to that bastard mcbride.,sos crime stood mcbride eos,0.681601200033,0.1304347826086956,0.9994500279426576,0.0003780501720029
62,62,"mikael was braver, or more foolhardy!",sos mikael bolder bolder eos,0.82430812488,0.2105263157894736,0.585697591304779,0.0004272441437933
63,63,what the hell is going on?,sos  eos,0.836245193097,0.1851851851851851,0.9270117282867432,4.2204563214909285e-05
64,64,then nolan's gonna be destroyed.,sos nolan destroy eos,0.797925094225,0.303030303030303,0.9745472073554992,0.3036800324916839
65,65,"do less crap, mostly.",sos especially post-mortem eos,0.6959948424979999,0.3714285714285714,0.9696014523506165,0.0001051480503519
66,66,i hope your pee-pee freeze up.,sos hope freeze piss eos,0.808863810132,0.0967741935483871,0.4763059020042419,0.9797139763832092
67,67,damn it!,sos god eos,0.611218524586,0.25,0.9995476603507996,8.283628994831815e-05
68,68,i don't need a bunny hill.,sos n't mountain chumps eos,0.689186826225,0.25,0.00013383004989,0.988819420337677
69,69,"appropriate, isn't it that i use it to send you to him?",sos n't fitting 'll send hell eos,0.666412720604,0.1785714285714285,4.5025783037999645e-05,0.997765064239502
70,70,i just got my one-year chip from sex addicts anonymous.,sos one-year chip away anonymous sexual maniacs eos,0.749598858347,0.1111111111111111,0.0352027453482151,0.9971390962600708
71,71,i don't have to do shit.,sos n't eos,0.806762524265,0.1379310344827586,0.9954740405082704,4.721433288068511e-05
72,72,"god damn, this is gonna be a long night.",sos gon long night eos,0.747039278398,0.1707317073170731,0.9981378316879272,6.832897634012625e-05
73,73,what was it doing in bloody england?,sos n't bloody england eos,0.7790321864030001,0.1351351351351351,0.1564544737339019,0.8596806526184082
74,74,"""disgusting really,"" charles said, taking a swill of beer.",sos disgusting charles taking beer eos,0.938231775812,0.1186440677966101,0.9264335036277772,0.2290714383125305
75,75,"kid, i wouldn't last 5 minutes leading an outfit like that if i wasn't as rotten as hell.",sos n't survive minutes n't fallen eos,0.626799895869,0.3333333333333333,0.988534152507782,0.0001285488542634
76,76,"your drinking, your gambling, womanizing... but i am not putting up with your stalker.",sos drink play women ... stalker eos,0.690908443405,0.2183908045977011,0.9461881518363952,0.000406333070714
77,77,"why, because some jaded college counselor said you won't get in here?",sos stupid college counselor told n't eos,0.8151696686900001,0.1025641025641025,0.0008836796623654,0.9996610879898072
78,78,we must travel to the gorge to ensure ariadne is dead.,sos competition make ariadne dead eos,0.602778804293,0.1269841269841269,0.0157074742019176,0.9045442938804626
79,79,"""get out of here, ray, i'm gonna fight them!""",sos ray 'll deal eos,0.880629414273,0.0217391304347826,0.8208892345428467,0.0226347651332616
80,80,hurt you and i want to find out who that was.,sos believe hurt find eos,0.806318357066,0.2698412698412698,0.986088216304779,0.0008213181863538
81,81,he's clearly delusional or psychotic.,sos apparently delusional eos,0.764978379736,0.2631578947368421,0.9873026609420776,0.0117482086643576
82,82,"i told you to bring malik, not a crybaby.",sos told bring malik punk eos,0.6563255840259999,0.0238095238095238,0.9354974031448364,0.0081189163029193
83,83,it reminded me of the ten little niggers of the nursery rhyme.,sos reminded dozen black girls nanny song eos,0.6344408868720001,0.0597014925373134,0.9818183779716492,0.0085872141644358
84,84,"make me, dollymop!",sos make bitch eos,0.6571140315089999,0.1578947368421052,0.0078910551965236,0.9995734095573424
85,85,where the heli'd you get this?,sos hell eos,0.7404697402889999,0.0606060606060606,0.0003652520827017,0.9307445287704468
86,86,"but you gotta admit, having memories of shit that never happened...",sos memories happened ... eos,0.7553578301199999,0.25,0.9925925135612488,4.092411109013483e-05
87,87,"should i have let the filthy gre'zu paw me?""",sos allowed bend filthy grail eos,0.618822234198,0.2241379310344827,0.7860556244850159,0.0212031491100788
88,88,what the heck was that all about?,sos fuck eos,0.915778552143,0.0,0.0279068332165479,0.9988296627998352
89,89,fuck! get out of the fucking way!,sos move eos,0.737245948656,0.3823529411764705,0.9996007084846495,0.0001803835039027
90,90,trying to kill ethan.,sos attempted murder ethan eos,0.787555863328,0.3714285714285714,0.9569510221481324,0.0004779534065164
91,91,"""thanks, ass hole,"" case said.",sos case eos,0.7291007448829999,0.1612903225806451,0.9979069232940674,4.05413011321798e-05
92,92,"natasha, go be a whore elsewhere, okay?",sos natasho eos,0.659140651577,0.1304347826086956,0.9996083378791808,0.0006204062956385
93,93,man 1: are you trying to kill us?,sos kill eos,0.719883842268,0.2941176470588235,0.2403239607810974,0.9979939460754396
94,94,mort's got a blender on his head.,sos mort put blender head eos,0.891209335844,0.0588235294117647,0.024042572826147,0.7937306761741638
95,95,"but if somebody rob me and end up dead... well, you know, life is a motherfucker.",sos robbed died ... life eos,0.8465456531219999,0.048780487804878,0.998804211616516,0.0260401796549558
96,96,wouldn't happen to be latino?,sos n't latino eos,0.6802943453810001,0.1428571428571428,0.0008960159611888,0.7485272288322449
97,97,really fucking annoying.,sos pretty annoying eos,0.8048670564820001,0.12,0.986967146396637,0.0013664503348991
98,98,"'don't you even turn around, you . . . you turd.' jules went out.",sos n't back ... pussy eos,0.616171291124,0.3636363636363636,0.3119010329246521,0.9995166063308716
99,99,"when you're throwing away a monkey, you don't need the latin name.",sos 're kicking monkey n't latin eos,0.76586151794,0.1194029850746268,0.00841701682657,0.9653711318969728
100,100,"you're arrogant. you have the sickness that elites have had - throughout history in their literal, and in some cases figurative, ivory towers.",sos overwhelmed disease elites history literal metaphorical tower ivory eos,0.7536821637350001,0.0909090909090909,0.990132212638855,0.005849783308804
101,101,i should have taken that crummy cashier's job.,sos lousy job cashier eos,0.865082053873,0.0408163265306122,0.7503044009208679,0.0555783063173294
102,102,survival? who the fuck wants to survive in a world like this?,sos survive world eos,0.8667936130130001,0.1612903225806451,0.9989973902702332,7.252315117511898e-05
103,103,we're gonna send you a rape whistle. huh?,sos 're gon send anti-rape whistle eos,0.706603804044,0.1428571428571428,0.9971810579299928,0.0176254007965326
104,104,no. i dropped an anvil on its chest to prevent lung development.,sos put metal anvil lung prevent dying eos,0.69978612213,0.0461538461538461,0.008264560252428,0.9492457509040833
105,105,"the sloven, she thought bitterly, has probably switched off her alarm so she could sleep.",sos bitch bitterly probably turned alarm sleep eos,0.88767830691,0.0777777777777777,0.0069415499456226,0.9988275170326232
106,106,"damn, i'm glad you're back in town. yeah, me too.",sos damn glad 're back town eos,0.856881927016,0.3,0.9951983094215392,0.2392091751098632
107,107,"you know, instead, i kill people for a living, and you know, i don't know. i feel like i might have made a bad career choice.",sos instead kill feed feel chosen career eos,0.824408731072,0.3412698412698413,0.0757739022374153,0.9408018589019777
108,108,i can't believe okwe never fucked you.,sos n't believe okwe drove eos,0.8586513016089999,0.0256410256410256,0.999169111251831,0.000747560407035
109,109,i'll bloody well walk out of here.,sos leave damn quickly eos,0.6511167518509999,0.0789473684210526,0.9370214939117432,0.146217942237854
110,110,the hair is awful.,sos hair terrible eos,0.939087652621,0.1363636363636363,0.0163586549460887,0.6226855516433716
111,111,wearing these glasses makes you high... ...but you come down hard.,sos glasses feel great shut eos,0.666876051962,0.0,0.0001057266636053,0.9880340695381165
112,112,it was a bonsal suicide attack for the rest of these guys.,sos rest suicide zinger banzai eos,0.752680471165,0.1694915254237288,0.971290647983551,0.0504729971289634
113,113,"mr president, distinguished visitors, honored members of the senate, taking the indian as we find him, waiting...",sos mr. president distinguished visitors honorable senators attack indians await eos,0.7471972543559999,0.1052631578947368,0.0001106559138861,0.5540230870246887
114,114,"damn,man,i wanted the old football coach,man!",sos wanted american football game eos,0.819634755529,0.1481481481481481,0.9993696808815002,6.421939906431362e-05
115,115,"walk out the door, get in the car, go home, jerk off, and that's all you gonna do.",sos car home chase chase eos,0.616379874331,0.0348837209302325,0.9989217519760132,0.0001996993960347
116,116,"now was i talking to you, there, johnny jingle nuts?",sos talking johnny cinque fool eos,0.6596453050150001,0.3018867924528302,7.174324127845466e-05,0.9787838459014891
117,117,while they sit around and get to high-five each other about killing us like it's a big joke!,sos talking killed kind funny eos,0.726335648228,0.088235294117647,0.8210507035255432,0.002921397332102
118,118,"my buddy pulled traffic cams, but he got zilch.",sos buddy drove road cameras shit eos,0.6805772120219999,0.2,0.0001165748981293,0.9995582699775696
119,119,that fool's gonna look up and see that check that the city's paying him after filing chapter 9 and he's gonna drive that bus and all his passengers straight into the river.,sos poor driver payout city send announces capitol rides bus passengers straight river eos,0.665860418074,0.0520231213872832,0.9980722665786744,0.0002804788236971
120,120,"okay, bukowski, i'm cutting you off.",sos bukowski 'll cut eos,0.921989689712,0.081081081081081,0.0230120029300451,0.9649776816368104
121,121,there's enough people here to say that within two months at least one of you will die.,sos lot months eos,0.90575197345,0.057471264367816,0.9801238775253296,0.446939617395401
122,122,"see, your boy jack is about this close to gettin' his tit caught in the ringer.",sos boy jack close squeamish eos,0.668263255844,0.325,0.783428966999054,0.0088652353733778
123,123,"he did that when he was alive, alan old buddy! and anni'e""oh, shut up,"" he said.",sos alive alan boy eos,0.772821157356,0.382716049382716,0.9922898411750792,6.548880628542975e-05
124,124,but it was the human race that had jammed us all into this smelly concentration-camp for what looked like forever; and there were times when-you know?-i kind of hoped they would starve.,sos human race put smelly camp looked forever times sort hoped starve death eos,0.7169355406710001,0.0483870967741935,0.0744799301028251,0.8578980565071106
125,125,"when a girl is helping herself, that's a good fucking thing.",sos woman helps eos,0.887844958768,0.2295081967213114,0.9932461977005004,0.0006026630289852
126,126,"""they will,"" mallory assured him.",sos 'll shoot mallory assured eos,0.862461586286,0.1052631578947368,5.426519419415854e-05,0.9832016825675964
127,127,"""shut up or i'll run you over in the parking lot, slopey, "" miss ratcliffe said.",sos quiet 'll throw parking lot slopey ms. ratcliffe eos,0.815012082881,0.0,0.9953860640525818,0.0480802096426487
128,128,"""such a powerful and terrible sorcerer has little to fear from a simple hermit, i'm sure you'll agree.""",sos powerful dreadful wizard n't worry simple hermit 'll agree eos,0.831955412,0.0673076923076923,0.0994778126478195,0.659377932548523
129,129,"but it's nice to know that whenever i hit rock bottom... ...you'll always be here, waiting with a big old line of cocaine.",sos time run fucking bottom 'll waiting old-fashioned flow cocaine eos,0.6723865325589999,0.075187969924812,0.0024326799903064,0.9957298636436462
130,130,you should check for early alzheimer's.,sos alzheimer eos,0.6871968173199999,0.275,0.0005767386755906,0.9886627793312072
131,131,"you're wishing i'd blow my brains out, but my existence shouldn't make you this upset. what is it?",sos blow brains n't freak eos,0.727131811773,0.2828282828282828,0.0804459899663925,0.9788403511047364
132,132,he'll get it out of me and i'll go to jailfor murder.,sos prison murder eos,0.679944291876,0.037037037037037,0.8947047591209412,0.0070708724670112
133,133,bullshit. i ain't going anywhere with you.,sos  eos,0.798290136212,0.2325581395348837,0.9996104836463928,0.0038207280449569
134,134,# and they'll hurt you if they think you've lied,sos 'll hurt 're liar eos,0.731762087702,0.0612244897959183,0.0001629514590604,0.9914604425430298
135,135,"because in two hours, this place will be crawling with 10 zando-zans with just one thought on their microscopic little minds, kill alex rogan.",sos hours ... place hemmed zando-zans ... microscope killing alex rogan eos,0.69343235383,0.0139860139860139,0.9741098284721376,0.2136963158845901
136,136,try to make a wound and keep going for it.,sos make shot eos,0.7164686319660001,0.0232558139534883,0.0001897461770568,0.8774288892745972
137,137,"any-- - oh, you're killing me.",sos 're killing eos,0.745379164333,0.3870967741935484,0.0374395959079265,0.9731364250183104
138,138,birthday present for some fat cat's wife.,sos birthday present woman kind eos,0.7155272017890001,0.0666666666666666,0.9835895895957948,0.0001340428134426
139,139,"trouble with abroad is, as clennam will bear me out, is there are just as many villains as there are here.",sos problem foreign affairs clennam support scoundrels eos,0.642663875378,0.0932203389830508,0.000147622093209,0.8437545895576477
140,140,i'm talking to myself like a nut.,sos talking crazy eos,0.902628333385,0.0,0.9342454075813292,0.0370171479880809
141,141,all that lives has to die.,sos living eos,0.856046810484,0.037037037037037,0.901853084564209,0.1553066670894622
142,142,"today, in our division, they impounded a car that matches that description.",sos shit today district seized car matches description eos,0.773783309039,0.0256410256410256,4.266491669113748e-05,0.9937356114387512
143,143,"oh, out of my way, loser!",sos  eos,0.7367467996520001,0.1153846153846153,0.998261034488678,0.0023293597623705
144,144,"you got no goddamn vision, howard.",sos vision howard eos,0.7963078509229999,0.0,0.9996331930160522,0.0031517699826508
145,145,"fannying on about internal motivation. i said, ""rubbish, mate. all you have to do is shout.""",sos pushing internal monologue hell buddy scream eos,0.623417027131,0.146788990825688,0.965303361415863,0.0223095212131738
146,146,your dad was shot with a .45.,sos dad shot eos,0.873040266445,0.2666666666666666,0.7054846882820129,0.0105322748422622
147,147,i don't give a fuck about her.,sos n't eos,0.684309205502,0.2258064516129032,0.9976167678833008,0.0017567637842148
148,148,he got shot in the face.,sos shot eos,0.854364487042,0.074074074074074,0.0280567333102226,0.7642416954040527
149,149,"on the other hand, having all of you know that i had low self-esteem makes me feel... kind of bad... like a big failure or something.",sos side aware lack self-respect ... useless ... big failure eos,0.649724235198,0.0074626865671641,0.0001250105851795,0.8488679528236389
150,150,"i used the same fuckin' soap you did, and when i finished, the towel didn't look like no goddamn maxi-pad!",sos wash soap towel cut definitely liner eos,0.652450630542,0.0467289719626168,0.9984723925590516,0.0001884221419459
151,151,you're freaky.,sos 're scary eos,0.75275637906,0.0666666666666666,0.9180352687835692,0.0185441691428422
152,152,"i can't believe we haven't fucked for two years, nine months, three weeks and... 69 hours.",sos n't believe n't sex years months weeks hours eos,0.936891272666,0.0329670329670329,0.9886483550071716,0.0176378525793552
153,153,"it means... ..."" noodles, though you've been hiding in the asshole of the world, we found you.",sos means ...... dear noodles 've hiding 've trapped eos,0.734637107122,0.0776699029126213,0.9964687824249268,0.0008988797198981
154,154,make me puke! i'll never drink it!,sos gon drink shit eos,0.603110981609,0.1025641025641025,0.0370800979435443,0.9995371103286744
155,155,"""man born of woman has but a short time to live, full of misery.",sos mother gave life short miserable life eos,0.618513016262,0.0307692307692307,0.04539730027318,0.984100580215454
156,156,"you knew i wanted you gone, yet you stayed.",sos knew wanted rid eos,0.635099123664,0.1590909090909091,0.0011630196822807,0.9945887327194214
157,157,"get inside, hit him hard, get out fast.",sos break make strike quickly eos,0.725542476605,0.1304347826086956,0.9508205056190492,0.0003626968828029
158,158,young con man stealing from new york's wealthy.,sos young robbing rich kids york eos,0.860580339796,0.0204081632653061,0.9592168927192688,0.0038480530492961
159,159,"honey, surplus!",sos honey useless eos,0.6071335591120001,0.0,9.01675084605813e-05,0.9996589422225952
160,160,"donkey! just let go, i'll pull you up!",sos donkey pull eos,0.825219302149,0.1025641025641025,0.0439244955778121,0.974030077457428
161,161,"calm down, the more you cry out, the faster you'll bleed.",sos calm scream faster bleed eos,0.943572565166,0.0689655172413793,0.0386972576379776,0.5887691378593445
162,162,"but you're dead inside to me, you're cold and beyond my reach!",sos 're dead midst 're cold reach eos,0.891401509604,0.1,0.1259673833847046,0.934274435043335
163,163,he washaving sex with a kid in his car.,sos boy car eos,0.6959737152359999,0.375,0.998266577720642,7.419953908538446e-05
164,164,how do you expect me to behave when you go off and get killed?,sos leave killed eos,0.649492335555,0.365079365079365,0.4324431419372558,0.9444399476051332
165,165,"he's got no right to live, an animal like that.",sos live monster eos,0.7658190648700001,0.0625,0.0031850757077336,0.9973220229148864
166,166,it wasn't a fucking restraint.,sos n't restriction device eos,0.71400798338,0.03125,0.9886205196380616,4.21926197304856e-05
167,167,"she staged her penthouse to look like she was assaulted, making the world believe that i was a monster who burned the queen alive.",sos set apartment make attacked world believed monster burned queen alive eos,0.90384575443,0.0902777777777777,0.9149256348609924,0.0264763683080673
168,168,"here, look, i might lose my license for this. my client is a vindictive, bitter woman.",sos risk losing license client vindictive bitter woman eos,0.842247756979,0.0229885057471264,0.9319764375686646,0.1483116298913955
169,169,"damn, i'm good!",sos wow eos,0.815061459751,0.0625,0.9963582158088684,5.768343544332311e-05
170,170,"if i say i love another man,doesn't that make me gay?",sos love 'll gay eos,0.7924677228210001,0.1481481481481481,0.016795840114355,0.6946285963058472
171,171,"help me, you cunt!",sos aitchi eos,0.689750598609,0.1052631578947368,0.9994637370109558,8.956542296800762e-05
172,172,i can smell your lady wetness.,sos smell woman moisture eos,0.914785662163,0.1142857142857142,0.7690141797065735,0.0061217513866722
173,173,if they ever do find outwe robbed them... ...i reckon they're gonna whup my behindtill it's flat as yours.,sos hell find made reckon 're gon cut ass gon flat eos,0.6679732713600001,0.0,0.0898037999868393,0.9975252747535706
174,174,i wake up all the dead!,sos 'll wake dead eos,0.851720578538,0.1428571428571428,0.0005436994833871,0.9974942207336426
175,175,"""you impatient bugger,"" stanley rasped.",sos 're impatient stanley eos,0.789100975519,0.15,0.9908730983734132,0.0001911378203658
176,176,silence! do not speak!,sos shut listen eos,0.618722121037,0.1304347826086956,0.0005501644336618,0.9874316453933716
177,177,you can tell me why you want carlos sanchez dead.,sos carlos sanchez eos,0.8649152525730001,0.1071428571428571,0.9503865838050842,0.0825086534023284
178,178,of course he'd have to be dead to say nice things.,sos course dead nice eos,0.872293185236,0.0392156862745098,0.9123818874359132,0.169780433177948
179,179,"no, listen to me.",sos listen killed eos,0.605241596674,0.3571428571428571,9.059940202860162e-05,0.8283271193504333
180,180,this is one of the most painful fucking experiences of my life.,sos worst situations life eos,0.713733225539,0.25,0.9892003536224364,0.0002263400529045
181,181,"like, ""hey, mom, here promoting that book i wrote about my life as a hooker.""",sos mom promote book 've written life prostitute eos,0.911212666563,0.048780487804878,0.9483062624931335,0.0184717569500207
182,182,"first, crush the camellia japonica.",sos crush japanese camelia eos,0.7584390659450001,0.0555555555555555,0.974970042705536,0.0542366281151771
183,183,for god's sakes.,sos holy crap eos,0.605516115975,0.3529411764705882,6.536377622978762e-05,0.989433228969574
184,184,"if you don't stop laughing, you'll end up dead... just like your idiot hyena cousins!",sos n't stop laughing cousins hyenas eos,0.8109822356,0.2558139534883721,0.9996997117996216,0.0012462040176615
185,185,"""crap, i don't have time for this.",sos hell n't time eos,0.921785018791,0.0,0.9918899536132812,0.0046196477487683
186,186,"david dumped my ass... at senor frog's, of all horrifying places.",sos seòor frog terrible places eos,0.6635165346809999,0.3484848484848485,0.9989041090011596,0.0005928209866397
187,187,"i don't want to be known, i don't want to be talked about.",sos n't n't fucked eos,0.739248184109,0.0327868852459016,0.0010950581636279,0.9966762065887452
188,188,she said that mr. farmer is angry... ...unstable... ...delusional... ...and that his overall mental health is in question.,sos mr. farmer unstable irrational mental health questionable eos,0.7235822005149999,0.2682926829268293,0.2952893674373626,0.9978249073028564
189,189,"get her, boy.",sos rid boy eos,0.6697432298920001,0.3333333333333333,0.0003283015103079,0.9510947465896606
190,190,"“damn, i forgot.",sos hell forgot eos,0.7938973582559999,0.0,0.9888549447059632,0.0022433772683143
191,191,give him a goddam gun.,sos give gun eos,0.8501621408040001,0.217391304347826,0.9803726077079772,0.0942545086145401
192,192,"it's a pencil, and the eraser is stuck up bin laden's pooper.",sos pencil ...... rubber stuck laden breast eos,0.8055377826860001,0.0746268656716417,0.0347821675240993,0.6157360672950745
